"","text"
"511","kenapa susah cri driver gofod sdh berjam d pesan driver tdk menanggapi lokasi d jaringan stabil"
"512","go pay rumit tau hp hilang emailnya ganti kirim otp email yg hilang kaya yg dong hp hilang gampang tingal verifikasi wajah beres rumit rumit super rumit "
"513","kecewa bngt go ride skian banyaknya driver lalang skli gk yg nyangkut aplikasi pdhal kntor herannya pesan driver yg dptnya pdhal driver yg deket kebnykn oknum curang"
"514","kenapa lambat banget setepah update jaringan aman bandwith kenceng mohon perbaiki "
"515"," nanya nih kemarin habis update kok tombol tarik saldo nya hilang sih gerangan kok hilangakan "
"516"," aplikasi sungguh terbantu aktifitas lelahk memikirkan mobilisasi sehari "
"517","pelayanan bagus cuma boleh perbaiki pencarian drivernya lokasi nya yg mudahan yg gocar "
"518","go foodnya ngelag terusudah pake wifi g sinyal g tetap ngelagterus biaya pengiriman makin mahalterus bug lokasitolong perbaikikalau gak perbaiki gw pindah grab"
"519","signal bagus stabil mengklik menu bantuan loading trss udah jatuh tempo gofaylater mohon bantuannya secepatnya"
"520","ongkir mahal ditambah biaya ditambah klo order menunggu karna ngirim yg orderan kecewa sih"
"521","tolong dong mengubah pin berkaliâ gak laporan pin berhasil diubah coba gak sistem nya gimana tolong respon gojek"
"522","kecewa banget aman mesen gosend aplikasi harga aplikasi driver malah bhilang kejauhan ngak mengantarkan k loh cek maxim cuma k beralih maxim aja driver ramah gua lebihin k bayar maxim cuma fitur aja contoh foto bukti terima teruntuk gojek bhilangi mitra kalian baca map nya"
"523"," kadang tiba tiba perlukan ojek dll memakai gopay membayar ataupun bagus up game apapun "
"524","tiba tiba dibekukan transfer terima saldo penjelasan auto uninstal bodoh mendengarkan konsumen "
"525","semoga pertumbuhan ekonomi rakyat indonesia maju sejahtera bangsanya terkecualibiarpun lebihnya tips"
"526"," history transaksi yg tunai knpa adapadahal transaksi tunai repeat order search "
"527","mesen gocar x dicancell giliran mesen pake aplikasi rivallangsung dapet kadang kalo suka nongkrong warkop kebetulan driver gocarngeluh orderan gak adagak uang what jokeðÿ ðÿ ðÿ ðÿ "
"528","parah skali ni aplikasi driver nga sumpah nyesal pake aplikasi suda memenunggu m driver nya sj sedih"
"529","mohon maaf bukannya menjelekkan gojek order motor gerimis gak hujan kenapa yg ngambil udah berapa coba tetap aja gak yg beda yg kuning cepat ngambil orderan otw gak peduli gerimis aja memberi tolong gojek yg suka milih orderan tegur layanan sakit tolong perbaiki driver yg suka milih makasih"
"530","akun gopay plus kenapa jdin upgrade ktp agak rusak gagal upgrade "
"531","direting penyelesean order turun kasih order palinag cuma order kenpa order turun ga ga order gimana kalo saldo go pay isi byak hilang jg "
"532","mnding laku ga biaya bulanan gopay parah banget biaya bulanan dobel biayanyakan udah bunga malah tambah biaya bulanan perasaan payleter ga biaya bulanan dah"
"533","kesal banget apk inierrorhabisin buat menunggu driver nya garaâ bug liat drivernya udh sampe manamobon diteliti kesalahan apk "
"534","aplikasi makin kesini makin kenapa sih lambat banget klik pemesanan gofood pencarian driver nya banget "
"535","gopaylater bug tangan persetujuan otp stuck sana tolong diperbaiki secepatnya "
"536","kebanyakan gangguan isi pulsa gk token gak transfer gk benerin dong biar kayak malah jelek bgt"
"537","sekian gunain apknya amanâ aja akhirâ malah driver nya kaya gak niat orderan jarak jemput deket gak nyampeâ sampe begtu"
"538","terdapat bug riwayat transaksi gopay memfilter data april datepicker "
"539","saran bayar tagih paylater lansung via virtual account mbanking pengalaman buruk sana mutasi berhasil tpi tetep tagihan komplan email chat center tetep gk respon malah chat bot yg terima sunguh mengejengkelkan custumer service nya merespon bener pelayanan sungguh menyenangkan rate penilaiannya rugi bayar bukti poto kirimkan via email ataupun via bantuan app nya"
"540","kalo semisal perjalanan jemput rewel bawa aja toh nggak jalur thilang lagian perjalanan nya cuman sampe km barangkali kejar deadline kan bhilangin driver mohon pengertian nya kalo semisal jalurnya aman pilih pesan terimakasih"
"541","abis d update kok malah error masak pesanan pantau driver pesananya hilang cancel engak "
"542"," pembayaran gopay promo terpasang otomatis diklik menyusahkan terbiasa sistem lupa mengklik promo update payah pantas saham goto anjlok mempermainkan pelanggan"
"543"," selaku pengguna aplikasi gojek keberatan pesan gojek berpergian pemberlakuan biaya aplikasi enggak kenapa mesti pembiayaan aplikasi tarif udah mahal tambah biaya aplikasi "
"544","rusak rusak uda update ga cek saldo ga terhubung pembayaran nya"
"545","jaringan sinyal hp bagus kuota knp loading bgt gk bs dpake bagus up sialan "
"546","kalo iklan sewajarnya aja lah tiap aplikasi iklan terganggu iklan kalian "
"547"," aplikasi gocar tolong dong titik klu order ditiadakan soalnya klu sinyalnya jelek malah tu jemput penumpang efektif"
"548","mengecewakannn bgt laporan transaksi batal perkara kesalahan aplikasi dijelaskan ditolak saldo terpotong nominal terbhilang tp pas kendala laporan ditolak bayangkan aja kalo pemesanan nominal harap diperbaiki bot chat csnya biar pelanggan dirugikan apabila saldo terpotong dikembalikan dikecawakan layanan gojekðÿ "
"549"," tersedia live chat konfirmasi keluhan contoh pendaftaran gopay plus ktp digital "
"550","tolong eror apknya kasian driver customer orderan ga terima customer ngechat si driver driver kemasukan customer pesan driver tsbtjadi driver kebingungan gitu tolong dipastikan eror kasian driver customer nya makasihðÿ ðÿ "
"551","aplikasi dating seru abis komunitas dll nya aktransfer tambah seruuntuk tampilan menu nya bagus banget"
"552","klo buka aplikasi customer gofood kok daftar menu diresto hilang patesan kok anyep banget sdh telepon cs disuruh update aplikasi sdh update gobiz gojek tp tetep daftar menu diresto ngga "
"553","parah klo buat transfer peding peberitahuan aplikasi gak cs nya transfer klo malem pending tololl"
"554"," habis lebaran akun gonek driver sulit mendpatkan orderan sehati terimakasih semuanya hanyau berhutang bayar"
"555","hallo admin gopay tolong persulit transaksi bayar fitur kecewa paketku dikirim tolong tindak lanjuti"
"556","mohon bantuannya mengapa mengubah no hp pembayaran google merubah kenapa susah agak nyaman mohon bantuannya pengguna gojek"
"557","kekecewaan melahirkan bintang app gojek tdk sebaik yg iklankantransaksi isi saldo yg tentukan kunjung "
"558","kekurangan rincian transfer yg riwayat selebihnya bagus jd pertimbangan terima kasih"
"559"," dlu aja fromo goclub g promo poin sudah g digabunginn promo goreed hemat g jd gojek sudah mahal biaya lainya kalo bersaing yg coba kurangin biaya yg g seharusnya "
"560","go mart susah cari yg dibeli pilih toko beda kalo pilih belanja dimana kalo ga mencari toko enggak kesal bngt"
"561"," bagus skrng biaya layanan go food nya mahal banget mnurut orng yg pas pasan hehe"
"562","aplikasi ngebug udah sejam gak cancel order gak lihat driver tolong diperbaiki "
"563","maaf buat kasih bintang kemahalan dibanding aplikasi anak dibawa motong buat gak nyaman gak layak gang sempit pesan makanan mahal banget mending beli resto payah"
"564"," upgrade gopay plus kelanjutan tolong gojek berkas dibaca tolak kan mengajuka berkas kualitas bagus terima kasih "
"565","driver gonta ganti berkali alhasil jarak km menunggu berjam sakit maksudnya klo gakbisa optimal mending tolak pesananannya alihkan utk berbelanja lagsung manual"
"566","aplikasi gojek penumpang driver geogle map nya suport ga kenyata an yg contoh pesan jemput antar gang nusa indah jln urip sumoharjo masjid agung alonâ tp gugel map nya arahkan bandar kidul barusan sy kantor lurah kaliombo jln tembusan kamliombo tp kok malah arahkan dandangan tolong benahin dong ðÿ ðÿ ðÿ œ"
"567","kok skrg pakai gojek pesan makanan promo tdk bs tdk iklas promo nya percuma ad promo klu tdk bs "
"568","aplikasi yg bagus akurat penjemputan promo nya yg aneh pengguna aktif go ride diskon go car ðÿ "
"569"," gocar driver sopan santun ramah komunikasi cepat nyaman dlm berkendaraan ðÿ ðÿ "
"570"," bagus fitur nya lengkapi iklan apk nya buat hp ram gb serinng tutup sebenernya bagus apk kurangan bya tadi"
"571","tolong dong kalo update apk wajib kan update lah pake voucher ga karna abang gojek nya ga update apk versi terbaru nya voucher nya ga pake"
"572","kok saldo hilang hapus apknya karna pemberitahuan wifi mati tersambung kaya pas cek saldo nya akunnya "
"573","mohon coustamer apabila titipan belanja aplikasi menjajikan via tips karna penghasilan driver seberpa coustamer titip aplikasi coustamer nakal menganganti blajaaan aplikasi biaya parkir karna resto kadang ad yaang jaga juru parkir rb rupiah coustamer berharaga driver apabila cuma janjikan via tips kenyataanya coustamer bayar "
"574","saran order resto order diselesaikan orderanya harusnya order kecuali resto yg menghindari double order "
"575","jelek penyelesaian permasalahan cust nya email telp aplikasi enggak clear nya log in pakai nomor hp pakai kenapa kode otp enggak "
"576","maaf kenapa gopay februari tarik tunai atm transfer rekening tolong developer diperbaiki sistem nya ðÿ ðÿ "
"577"," naik gocardari duren sawit taman duta cisalak bayar pake gopaytrus tol yg bayar driver nyatrus bhilang kedrivernya uang tolnya suda ganti paket aplikasi tips driver nya iyain dah tautru pesan gocar lg ga alasan belum bayar tol driver bayar tips kedrivernya skrang kalo pesan gocar ga bisaini yg siapa "
"578","gopaylaternya gojek kayak penagih pinjol meneror via telepon mengatasnamakan telkom lah kantor pos lah berkali sehari nya ramah penagihan sistem spam telepon yg berulah yg pakai jutaan yg cuma dapt limit rb kenak dampaknya"
"579","overall bagus segi interface design semoga berkembang perbanyak promo hahaha"
"580","makin makin buruk aplikasinya kemarin pesan goride pesan loadingnya driver detail rute detail pesanannya ga gopay udah berkurang untung dibatalin tolong ditindaklanjuti dong "
"581","biaya aplikasi performa pengantaran kualitas pelayanan buruk biaya naik ongkir mahal "
"582","kalo padat merayap aplikasi overload mohon down kan membuka aplikasi sebel banget rasanya berkata kasar udah tau cepat eh malah gangguan eror kalo gangguan aja otomatis cancel "
"583"," bgm aplikasi nya kok susah loading menu gofood nya begini customer sinyal internet tp aplikasi nya "
"584","makin bukannya makin bagus upgrade malah tambah jelek aplikasinya ga transaksi buat upgrade gojek mengecewakan"
"585","bintang harap pengecekan ulang sistem bagus up nya yg membuka konten yg dikirim keluarga bagus up gopay "
"586"," erordobel orderan mitra ongkos jarak tempuh orderan nya ga kadang sehari penuh orderan kevin pesannya sejahterakan gojek castamermitra persaingan optimal berkembang bagus ga kyk awur an pesan gofoood nya"
"587","tolong go good resto nya bener cek foto kenyataan beda basak an kaya memberi binatang nyesek beli makan laper beneran ga mikir harga resto mengecewakan"
"588","gk memadai ni apk apk nya gak berfungsi tutup aja deh "
"589"," aplikasi mengecewakan profesional semoga kedepannya mantul ðÿ "
"590"," beli voucher goride aja ga loh parah banget pelanggan udah tahunan tumben banget voucher bayar ga sih lumayan loh beli loh kenapa tersedia "
"591","transfer bank pendingan alami dgn aplikasi gopay saran tolong pakai aplikasi saldo hilang"
"592"," gopay transaksi memakai gopay pas memakai transfer sesama gopay malah gk transfer dana sesama gopay blokir aktivitas mencurigakan aneh"
"593"," tdk pakai gofood mode hemat lapor email bingung bantuan sekrang rumit apk sidah versi terupdate"
"594","saldo hilang membatalkan pesanan batalkan kan banget menunggu drivernya chat gak bls baca jaraknya penjemputannya deket motornya gk maps "
"595","bagus kurangin erornya promo nya mohon mudah dipahami "
"596","kenapa gopay tadi bagus op k d alfamidi aplikasi gopay nya saldo bertembah aneh nya notifikasi penerima saldo k mohon bantuannya"
"597"," pake go food tiap nyesuaiin titik lokasi pas pesan udah dapet driver tiba tiba titiknya berubah driverny ngomel"
"598","senang sebenernya pakai gojek pas order gocar waktunya udah mepet banget driver ga yg nerima loh drivernya kesal banget sampe coba berkali order tetep ga yg nerima banget gajadi berangkat tolong perbaiki terimakasih"
"599","gojek emang makanan ataupun transportasi kenapa kasih biaya ongkir gofood mahal diskon berbeda harganya ðÿ "
"600"," kecewa bermasalah pesan antar x memesan terkadang pesanan "
"601","tolong perbaiki sistemnya driver yg jemputnya kasian kan pengen cepat buru kasih driver yg terdekat biar cepat mudah "
"602"," pesan makan gofood kok pembayarannya susah bayar pake gopay pasang promo malah ga tolong dong benerin laper malah apknya eror gitu"
"603"," tarif nya mahal daripada yg sebelah kira murahdan driver utk daerah skw tolong perbaiki lg dong"
"604","driver dimenunggu menit tiba tiba membatalkan pesanan sepihak dikejar menuju station "
"605","transfer saldo gopay akun bank jago terima x alasan klasik bla bla bla intinya memenunggu makin hancur ni hatiâ "
"606"," klik titik tujuan yg diinginkan eh malah driver terima pesanan malah beda titik tujuannya semoga developer perbaiki driver si ok"
"607"," kasih bintang soalnya tambah tambah gak promonya alias promo minim rb beli makanan enak yg promonya"
"608","kak knpa gopay skrng transfer gopay lagisering banget bacaankami memblokir fiturnya nomor penerima aktivitas mencurigakan tolong perbaiki"
"609"," layanan go mart mending balikin versi pilih belanja toko bebas pilih d tentuin aplikasi yg gk tersedia nya malah terlayani tks"
"610","tolong tambah fitur chat resto bertanya memastikan pesanan permudah restonya mudahnya driver"
"611","biaya layanan aplikasi mahal tarif biaya ongkir harga makanan aja fix uninstal gojek "
"612","driver nya makin sulit didapat ter mobil diarea bandaraterminalstasiunsekali lokasi "
"613"," promo voucher gofood digabung kaga kemaren gopay coin saldo gopay digabung buat pembayaran gofood kaga makin makin nyaman pakek apl dibawahnya aja deh"
"614","minta infonya dong team gojek kebijakan alfa pembayaran sistem gopay voucher maksimal x transaksi sehari x transaksi percuma donk dapet voucher rb x bayar lohðÿ tolong dong penjelasannya "
"615","promonya aneh lokasi yg beda promo akun resto yg yg diskon yg kembalikan promo dlu"
"616","gimana si beli tiket kereta kepotong x email banget balasan nya gimana si gojek pengguna nya fa care nih malas bgt gw gw turunin review lu jd bintang lu ga care pengguna lu customer service nya "
"617","apk parah transfer bank ga transfer bank lebaran malah pending saldo lebaran ga megang uang lebaran apk taii"
"618","enak belanja makanan gojek karna harga murah promo pokoknya bagus dah "
"619"," tau saham goto anjlok minimal berbenah laaaa tiap bagusup pulsa malah trs aplikasinya tolong la jgn bikin pengguna kecewa aplikasi anak bangsa gimana bersaing aplikasi yg klw kualitasnya makin anjlok"
"620","mohon maaf admin bagus up gopay pake mobile banking transaksi berhasil kok trouble kah jaringan sinyal aman aja mohon direspon tindak lanjutin terima kasih"
"621","aplikasi loadingnya uninstal instal ulang akunnya loadingnya solusinya terima kasih"
"622","awalnya loading kmudian uninstall tetap tdk kecewa bgt skrg tdk jg loading "
"623","tolong buat layanan gosend tingkatkan klo emg siaap jgn menunggu menit kaga chat kaga respon semisal ngerokok lelah mnding gaush membutuh malah se enaknya jgn mentang tua se enaknya"
"624"," pesan server rusak jaringan udah bagus mohon diperbaiki kecewa"
"625"," banget malam pending jdi susah buat dibuka malam banget malam pesan makanan"
"626","makin sini makin mahal pelayanan nya jelek pdhl langganan bertahun pake gojek tp akhirâ pesanan banget fi cancel x cancel aneh "
"627"," isi saldo bayar kasir alfamart scan berkali barcode qr scanner tolong diperbaiki"
"628"," biaya pemesanan makanan ongkir mahal biaya pemesanannya ðÿ "
"629","makin gak makin upgrade malah makin eror malas pake apk ente "
"630","aneh aplikasi gojek voucher promo qris transaksi pakai qris pakai kode promo qris gak cashback gopay coin diketerangan transaksi cashback gopay coin gak cashback parah aplikasi gojek "
"631"," telat gara gara order gocar gobike sini sistem nya kura respon pas order kadang aplikas suka eror sinyal internet aman aman aja pokok nya sini kekuranganya lh"
"632","aplikasi nya bagus error map nya drivernya pemberitahuan ojek nya berubah menit cancel susah pesanan nya tolong perbaiki ðÿ ðÿ "
"633"," transfer gopay bank jago pending suruh menunggu ewallet gak nyampe menit parah aplikasi tolong donk lebaran saldo gopay terpotong rekening penerima kirim laporan percuma ujungnya suruh menunggu "
"634","kenapa klo driver nya nelp gak bs sy angkat ktnya aplikasinya update tp sy liat gak buat update playstore nya knp "
"635","kapok pakai gopay later bayar bayar ðÿ ˆ laternya buat belanja bayarnya malam gitu ðÿ koplak"
"636","tolong perbaiki tarik saldo aplikasi jago menunggu kebutuhannya mendesak tolong perbaikilagi pelayanannya kecewa "
"637","kok gopay buat bagus up ngisi gopay buat bagus up game tulisannya ga tersedia bayar aplikasi apapun"
"638","pesan food banget dapet drivernya didekat resto banget driver yg nyendertrus jg hujan kenapa sistem pesan antar dimatikan tolong dibenahi donk sistemnya kasian mitramu kalian semena "
"639","kenapa go send sdh cari driver cancel sdh telat banget pengiriman gini cancel susah"
"640","ðÿ žðÿ žðÿ žvoucher tiba hilang tdk bad bad bad sekalian aja ga usah ngeluarin voucher diskon dll percuma g rumit so bad so bad "
"641"," mengganti nomor didaftarkan tetep login nomor aktif"
"642"," diver pesanan cuma bubur pelanggan promo nya ongkir nya makin mahal biaya tambahan nya "
"643","gofood ongkir mahal biaya pelayanan jugaterus kenapa kalo pencarian restoran teruspencarian terdekatpromoterlaris gak kn aneh"
"644","kemahalan driver nya gaada bener kebanyakan udah ngadu kesiangan driver malah seenaknya nge cancel orderan menunggu "
"645"," penumpang kecewa pelayanannya pkai tiap cancel orderan grgr bareng adek tp malah ancam driver supaya driver tdk mengantar menyesal tdk reting jelek pd driver pdhl minusnya semoga fitur pilih driver "
"646","ongkir biaya layanan mahal hemat reguler pake voucher tetap aja perbedaannya pengantaran hmmm buruk aplikasi go jek mending pake grab food fakta bro"
"647","gimana kak kok gojek ngak pake diskon flash sale udah harga dipesan jg pakai pembayaran kak gopay tp gk dipake diskon nya gmn "
"648"," akurasi peta buruk seringkali leg koneksi bagus drivernya biaya bungkus makanan biaya aplikasi dllnya loh segarga ongkir berasa x lipat ongkir kalo pernainannya cantik banget nih aplikator"
"649"," aplikasi transfer bank tangguh kan menunggu terkadang saldo yg transfer d kan aplikasi sungguh reseee"
"650"," update pemesanan susah kuota sinyal kuat pindah aplikasi sebelah"
"651","aplikasi pemesanan makanan antar jemput praktis mudah"
"652","biaya mahal aja tambah skrg pake biaya aplikasi biaya bungkus ongkir mahal biaya gojek nya dri biaya pesanan"
"653","tolong dong kalou bikin aplikasi gojek bener bikin nya udah iklan bug nya tolong betulin kalou nggak betulin aplikasi go jek tutup aja kalou nggak minat betulin aplikasi nya"
"654","tolong kan akuratan maps nya driver nyasar nganterin go food lainya oke sii ðÿ œ"
"655","abis update tiba aplikasi nya ga pake loading ga bawa dompet mohon perbaiki min soal nya agak merugikan"
"656"," cerdas dong bagus up saldo bukannya dipermudah malah berbelit rumit kalah aplikasi sebelah "
"657","skrg pesan food gojek mahalbiaya ma ongkir ja rbtu ja trip jarak dekatmalah murah aplikasi sebelah tlg aplikatorlau begini trscustamermu pindah sebelah "
"658"," suka pelayanan driver yg sopan resto customer sopan perihal pesanan terkadang sopan perilakunya tolong tindak lanjuti drivernya sopan customer resto bekerja resto driver yg sopan pengambilan orderan driver yg pesanan customer perilaku nya sopan "
"659"," aplikasi bug udah ganti kode pin nya yg gk gmn "
"660"," suka apknya udah langganan gofood plus toko plus dapet gratis ongkir "
"661","kalo konek wifi applikasinya kalo pakai jaringan data selluler blng internet diapp game lancar aja "
"662"," januari aplikasi error jarak pengambilan order km dampaknya driver order cuma dpt order order surve klo kenyataan "
"663","makin appnya makin ga kouta gb jaringan jg bagus app koneksi eror aneh aneh"
"664","aplikasi nya skrg buruk bgt costumer service nya gaa mengerti dipemesanan malah dilempar penjual fungsi gojek penengah apaa wkwk"
"665","brengsek loading parah gue ketinggalan pesawat aplikasi sampah udah bikin kecewa"
"666","gojek ni kenapa ampun bgt erorrrr loading teruss udah coba uninstall install ulang malah masukk muter trs solusinnya gopay saldonya hapus sayang "
"667"," transfers bank aman aman aja kenapa transfer bank ga tulisanya pakai apk bagus uang transfer belum mohon uang membutuhkanya"
"668","kl dibhilang gangguan jaringan kenapa tiap pakai app gojek jaringan jd lambat tp sy coba pakai steaming nonton youtube vidio dll lancar "
"669"," bayar bayar udah dipastikan voucher nempel pas udah bayar malah voucher gak dihitung nempel gak dpt cashback aplikasi petipu ðÿ žðÿ žðÿ žðÿ žðÿ ž"
"670","maps aplikasi tdk akurat lari tdk dgn lokasi alamat pd memesan mengorder"
"671"," seriusan promo flash sale promo resto gofood hilang cuma aplikasi aja hilang bener tertarik gara promo cashback semoga promo cashbacknya balik "
"672","apkikasi bagus sesekali error sbg contoh beda saldo apk gojek vs apk bluebird riwayat transaksi gopay gak dihapus "
"673","gojek kenapa pesan acc saldo berkurang kok dicancel "
"674","keluhan driver gopartner playstore jawaban keluhan customer yg dijawab mitra mu menguntungkan mudengan potong an mu yg menggila "
"675"," pelit kasih potongan nya dah gitu pakai potongan resto ongkir kok cm voucher aj tolong donk kasih promo yg bagus ak pelanggan gojek tau"
"676","maaf kalo bintang soalnya kadang server gojek lambat parah walaupun memakai mobile data terlebih error koneksi walaupun koneksi wifi kuat berfungsi normal aplikasi mohon perbaiki servernya terima kasih "
"677","aneh lu gopay plus udah malah turunin basic upgrade malah gak e ktp data dukcapil konfirmasi dukcapil lho trs kek pikiranlo"
"678"," driver restonya ngechat ga pemberitahuan suka ga ketahuan kadang pesanannya"
"679","berkali upgrade gopay plus gagal menerus wajah foto ktp sinyal "
"680"," aplikasi apaankalau gak niat bikin promo masukan kode promo kog susah banget alhasil kadarluwarsa mending pakai apk sebelah mengecewakan"
"681","aplikasi akses tulisannya akses internet internet kuota aktif ðÿ "
"682","aplikasi menganggap bodoh reguler paket hemat tp bolak balik gitu za pesan goride ga ditempat yg titik gila apk"
"683","overall makin tambah bagus cuma tambahin dong mode gelapnya biar bagus tambah nyaman "
"684","gimna saldo yg transfer bank jago siang tdi blom saldo gimna pertanggung jawaban kalian transfer saldo gopay berkurang berkurang entah tau kmna cek saldo rek bank nya yg tujuh saldo "
"685","update biar filter dong biar filterin jas hujan susah kalo hujan gk dapet dapet"
"686","udh order didrivernya nggk udh menunggu an coba dibatalin nggk udh dicoba tetap nggk gimana sihðÿ "
"687","transfer pendingnya banget saldo terpotong blm terkirim penanganya chat bales merugikan customer"
"688","sekrang makin susah mencari goride kenapa sekrng kaya gini gampang order nya skrng malah makin order nya mohon perbaiki min"
"689","makin aplikasi nya makin rumit bukannya makin praktis anehutk gojek jgn lebay deh masak mw pake aplikasi go send nya byk bgt yg isi sdgkan kdg lg pgn buru toling dibalikin kyk dl lagiyg praktis jgn byk embel "
"690","tolong diperbaiki pencarian lokasi jemput alamat terdeteksi terimakasih"
"691"," diskon voucher pas sampe habis taunya akunnya malah ga diskon ga niat kasih diskon voucher ga usah disediakan lah"
"692"," tagihan gopayletter bayar aplikasi gojeknyangabisa dibuka tukang tagihnya galak galak ngomong kasar nunggak aplikasinya maintenance tolong dong kabur emang aplikasi aja yg ga dibuka"
"693","turun nggak konsisten gopay latter tiba nggak konfirmasi bayar anti telat tepat "
"694","aplikasi nya makin jelek lambat nya minta ampun ngga buat buru buru lambat "
"695","aplikasi rekomended membuktikan nya sendri kmren soal saldo saldo walaupun respon kinerja aturan pling lambat terbukti aplikasi amanah bertanggung jwab ðÿ š"
"696","susah dapet kode otp nya jaringan nomor nya lengkap "
"697","gara uang gopay fitur dinonaktifkan udh bikin laporan berkali ditolak gmn pengguna gk berkurang klo gini wkwk"
"698"," mengecewakan menghargai pelanggan gojeg nya rewardnya ditambah malah dikurangi pelanggan penurunan level goclub profesional user marketing gojeg "
"699"," pakai gopaylater lancar gk nunggak rajin transaksi pakai gopay gopaylater blokir mengecewakan "
"700","bad user journey utk gofood ktk dianter gak komplit ga chat oneway warung user tdk bolak balik musti dimprove orng lroduct suruh jajal flow nya dg ngatif case"
"701"," update kemarin kenapa ko pake gopay later tiba koneksi sih aneh banget "
"702","status mulu udh ber gak aplikasi nya makin sini makin aneh benerin coba bos transfer gak masukâ "
"703","aplikasi aneh giliran bayar gopay later malah suruh daftar ulang ktp udh coba berkali bhilang ny jgn nyerah jgn nyerah tolong go pay solusi ny"
"704","rumit stn login pke nomor kgak bsa krna lupa sandi login pke nomor malah blgnya gada email yg tersambung dgn nomor tsb nyoba login lgi kdu menunggu menit mna urgent minimal adain opsi login pke email lah bmbang "
"705","aplikasi error driver nya suka seenaknya inu yg daftar gojek ittu bebas kualifikasinya yahh kok kayaknya driver gada yg hargain bngt hehe nge rugiin bngt si klo orng udh telat milih gojek biar cepat eh drivernya mlh bodo amatan ama si cust"
"706"," maju selangkah argo normal yg terima driver gak manusiawi potongannya wah "
"707","gojek tolong pengantaran susah driver pesanan batalkan sajah mengunggu chat resto bingung jadinya "
"708","kontolllll maju mendunia aplikasi tampilan nya kebanyakan neko neko gak mudah gak kayak jaman nya management nya nadim kevin ruweeett "
"709"," uda dibuka kenapa deh minn uda update jaringannya okee buat buka aplikasi cuma gojek doang ni gabisaaa"
"710","error gak sinyal bagus kalo gini kyknyaaa "
"711","koneksinya buruk menampilkan saldo susah buat transfer"
"712","kenapa transfer rek bank disuruh upgrade kolom upgrade tahunan "
"713","aplikasi yg bermanfaat tdk kendaraan tdk pulang ðÿ ðÿ bintang buat gojek ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ "
"714"," siap tarik tunai kendala sampi kapok pake e wallet diajak keadaan mendesak"
"715","rumit anjir security nya menyedihkan rakyat nya gak pinter gimana kehack ujung ujungnya kenapa gak pake facial recognition aja buat verifikasi nomor dev gajelas deh"
"716"," lag jaringan bagus bayar sistem eror "
"717","transfer saldo rekening bank status memenunggu biaya doang pelayanan nya asu gk layak bintang gopay buruk pelayanan nya mengecewakan "
"718","apaan anjir email dah daftar pas login gak aneh asu "
"719","tepat drivernya ramah komunikatif bagus lah pokoknya "
"720","kecewa aplikasini drivernya ga ramah ga aplikasi sebelah ramah tolong perbaiki"
"721","pesan diterima disiapkan diantar tepat tujuan puas "
"722","make gofood ga masalahin biaya ongkir yg biaya aplikasi dll aplikasi ngebug biaya kenaknya ga ngotak"
"723","tolong gojek perbaikigofood nya makin kesini makin yg malak parkir resto ga parkir udh biaya tambahan tambah bohong soal parkir mending kalo emg parkir driver lngsung gopay aja bukti parkir biar yg ga bohong soal parkir krna uang nya min yg suka kasih tips klo driver ga jujur malas ganggu menunggu uang parkir taro makanan"
"724","pakai go box pilih kendaraan cm engkel box tdk daerah makin makin gak aplikasinya"
"725","pelayanan oke cuma bikin iklan video cuma layar hitam "
"726","aplikasi gak udah daftar gopay plus berhasil notifikasi gopay kamu gagal gopay plus daftar malah gak aplikasi gak banget"
"727","makin makin mahal aja ongkosnya gak kenaikan nya berapa harga berangkat pulang beda otw uninstall mahal banget "
"728"," update invsestasi lodingny bgt ngestuck situ aja"
"729","drivernya cepat rapih sekadang agak susah gosend agak memenunggu gak trimakasih"
"730"," mencari promo free ongkir diskon ongkir ongkos murah apapun yg nguntungin wajar buat efisiensi keuangan ceritanya apk ngadain promo bakarâ an uang biar exist tau ga lu dgn fitur promo apk manapun dpt merugikan driver zaman skrg apk yg bakarâ uang pake uangnya resesi global brouang darimana yg apk bakar uang driver promo yg lu pake jadilah wni yg manusiawi sesama wni salam waras selaluðÿ driver"
"731","utk gopay tolong ktp buat akun gopayplus dibank no ktp yg buat smpi tabungan dibank malah teknologi berkembang "
"732","knapa x bagusup saldonya ga tolong dijawab dirugikan "
"733","anjirlah go transit gw telat gaada uang cash gabawa kartu diandalkan mengecewakan error prime sumpa kecewa parah pelanggan yg pake tiap "
"734"," bagus kembangkan kedepannya "
"735","aplikasinya kenapa sih pesan go jek eh loadingnya internetnya lancar"
"736","go paylate nya jatuh tempo dah telepon kayak aja wajar klo dah sebulanan telepon maklumin"
"737"," kenapa aplikasi nya ga buka udah update"
"738","pelanggan dilupakan pakai gojek fasilitas gojek cuma gopaylater "
"739","aplikasi bagus aplikasi kuntul skrg maaf jaringan padat merayap tp penguna disuruh cek jaringanwifi internet bermasalah kan babi aplikasi "
"740","uda bayar tagihan gopay paylater pembayaran tagihan diterimauda ngisi laporan bantuan tp blm progres"
"741","knpa klo transfer gopay upgrad upgrade kalo piktur gak upgrade enak transfer klo transfer gunain qris biyaya admin rbu kalian tergiur untungan pengguna gopay uphgade"
"742"," buruk gopay plus ktp foto dianggap gagal trus dana nyangkut parah balikin uang gw woy "
